fir_id,crime_type,district,police_station,reported_at,latitude,longitude,status,offender_id,victim_gender,victim_age,weapon_used,crime_hour,crime_day,crime_month,crime_year,is_weekend,festival,season,income_category,population_density,crime_frequency,repeat_offender_count,time_since_last_crime,previous_crimes_nearby,distance_from_police_station,historical_hotspot_score,risk_score,risk_level,threat_level,confidence_score,trend_score,seasonal_pattern,risk_zone,patrol_recommendation,day_night_indicator,crime_forecast
FIR-2026-00082,Robbery,Kalaburagi,Kalaburagi Cyber Cell,2026-08-28 10:32:00,17.298026,76.395529,Solved,OFF-2945,Male,62,Crowbar,10,28,8,2026,0,0,Monsoon,Medium,12000,5,1,621,15,4.72,65.56,100,High,Severe,0.78,0.44,Normal,Red Zone,Standard Patrol,Day,Likely to Reoccur
FIR-2026-00083,Robbery,Hubballi Dharwad,Hubballi Dharwad Central,2026-12-13 12:09:00,17.251629,75.089885,Under Investigation,OFF-1077,Female,55,Firearm,12,13,12,2026,1,0,Winter,High,4500,7,5,803,15,13.22,73.58,83,High,Low,0.85,0.04,Normal,Red Zone,Standard Patrol,Day,Likely to Reoccur
FIR-2025-00084,Drug Trafficking,Bengaluru Urban,Bengaluru Urban South,2025-05-13 16:24:00,13.696268,74.779321,Solved,OFF-3768,Unknown,48,Stick,16,13,5,2025,0,0,Summer,Low,8000,9,3,240,9,11.8,70.49,78,High,Severe,0.85,-0.37,Spike in Summer,Orange Zone,Standard Patrol,Day,Likely to Reoccur
FIR-2023-00085,Drug Trafficking,Mysuru,Mysuru South,2023-01-25 09:07:00,15.514338,76.444359,Under Investigation,OFF-2189,Male,51,Unknown,9,25,1,2023,0,0,Winter,Medium,12000,5,4,229,6,12.59,27.11,60,Medium,Severe,0.84,-0.73,Normal,Orange Zone,Standard Patrol,Day,Isolated Incident
FIR-2022-00086,Theft,Mysuru,Mysuru North,2022-08-11 01:06:00,14.39311,77.228111,Open,OFF-4950,Unknown,35,Firearm,1,11,8,2022,0,0,Monsoon,Medium,8000,4,3,338,9,10.04,90.79,22,Low,Low,0.82,-0.54,Normal,Green Zone,Increase Night Patrol,Night,Isolated Incident
FIR-2021-00087,Theft,Shivamogga,Shivamogga Rural,2021-12-18 13:56:00,17.363234,78.202652,Closed,OFF-1763,Unknown,52,Knife,13,18,12,2021,1,1,Winter,High,12000,2,3,301,14,14.85,54.33,14,Low,Moderate,0.94,-0.73,Normal,Green Zone,Standard Patrol,Day,Isolated Incident
FIR-2023-00088,Property Dispute,Kalaburagi,Kalaburagi South,2023-01-22 06:51:00,12.288527,74.731224,Under Investigation,OFF-1057,Unknown,58,Crowbar,6,22,1,2023,1,0,Winter,Low,4500,10,4,856,13,8.21,8.67,68,Medium,Severe,0.55,0.96,Normal,Orange Zone,Standard Patrol,Day,Isolated Incident
FIR-2023-00089,Property Dispute,Other,Other South,2023-08-18 07:00:00,13.325497,75.059846,Solved,OFF-3385,Unknown,16,Crowbar,7,18,8,2023,0,0,Monsoon,High,4500,1,1,486,9,3.24,68.61,44,Medium,Severe,0.88,0.38,Normal,Green Zone,Standard Patrol,Day,Isolated Incident
FIR-2022-00090,Coastal Smuggling,Udupi,Udupi South,2022-06-23 07:08:00,14.847273,76.047404,Closed,OFF-3875,Unknown,75,Stick,7,23,6,2022,0,0,Summer,Low,4500,10,1,548,14,8.39,36.18,87,High,Severe,0.55,0.66,Spike in Summer,Red Zone,Standard Patrol,Day,Likely to Reoccur
FIR-2021-00091,Cyber Crime,Bengaluru Urban,Bengaluru Urban Cyber Cell,2021-11-04 10:54:00,15.142391,74.52308,Closed,OFF-1372,Unknown,72,Knife,10,4,11,2021,0,0,Winter,High,8000,8,5,69,14,10.42,30.82,36,Low,Low,0.69,0.63,Normal,Green Zone,Standard Patrol,Day,Isolated Incident
FIR-2026-00092,Burglary,Shivamogga,Shivamogga Central,2026-06-26 02:02:00,14.465882,77.151732,Open,OFF-4824,Female,19,Crowbar,2,26,6,2026,0,0,Summer,Low,12000,7,3,922,12,7.28,91.71,79,High,Moderate,0.68,0.37,Spike in Summer,Orange Zone,Increase Night Patrol,Night,Likely to Reoccur
FIR-2023-00093,Cyber Crime,Ballari,Ballari North,2023-11-25 03:11:00,18.449927,75.768764,Open,OFF-4097,Male,53,Firearm,3,25,11,2023,1,0,Winter,High,8000,9,4,853,7,4.47,34.62,26,Low,Moderate,0.59,0.75,Normal,Green Zone,Increase Night Patrol,Night,Isolated Incident
FIR-2020-00094,Assault,Belagavi,Belagavi North,2020-05-11 21:26:00,15.804462,78.213071,Under Investigation,OFF-1275,Male,19,Firearm,21,11,5,2020,0,0,Summer,High,4500,4,1,421,14,4.28,21.73,12,Low,Low,0.57,0.99,Spike in Summer,Green Zone,Increase Night Patrol,Night,Isolated Incident
FIR-2026-00095,Burglary,Other,Other North,2026-06-17 10:36:00,15.685424,77.026394,Solved,OFF-4589,Male,43,Firearm,10,17,6,2026,0,0,Summer,Low,12000,10,2,651,13,8.78,4.69,51,Medium,Moderate,0.96,0.34,Spike in Summer,Orange Zone,Standard Patrol,Day,Isolated Incident
FIR-2024-00096,Drug Trafficking,Kodagu,Kodagu North,2024-07-30 04:19:00,14.135221,77.394872,Under Investigation,OFF-2231,Unknown,33,Firearm,4,30,7,2024,0,0,Monsoon,High,8000,7,5,552,4,6.44,25.5,70,Medium,Moderate,0.82,0.84,Normal,Orange Zone,Increase Night Patrol,Night,Isolated Incident
FIR-2020-00097,Wildlife Crime,Chikkamagaluru,Chikkamagaluru North,2020-07-30 08:24:00,16.215703,76.713149,Under Investigation,OFF-2963,Male,57,Crowbar,8,30,7,2020,0,0,Monsoon,Low,4500,4,1,774,15,13.8,69.56,19,Low,Severe,0.6,0.83,Normal,Green Zone,Standard Patrol,Day,Isolated Incident
FIR-2024-00098,Drug Trafficking,Dakshina Kannada,Dakshina Kannada Cyber Cell,2024-04-08 14:34:00,16.041049,75.3879,Closed,OFF-2908,Male,75,Crowbar,14,8,4,2024,0,0,Summer,Medium,8000,7,1,586,7,11.38,1.62,56,Medium,Severe,0.96,0.16,Spike in Summer,Orange Zone,Standard Patrol,Day,Isolated Incident
FIR-2023-00099,Cyber Crime,Bengaluru Urban,Bengaluru Urban South,2023-09-13 07:24:00,15.488527,75.105785,Solved,OFF-4126,Female,77,Firearm,7,13,9,2023,0,0,Monsoon,Medium,4500,3,5,510,5,13.84,54.21,80,High,Severe,0.97,0.05,Normal,Orange Zone,Standard Patrol,Day,Likely to Reoccur
FIR-2020-00100,Assault,Bengaluru Urban,Bengaluru Urban North,2020-07-17 00:26:00,12.462441,76.838157,Open,OFF-1895,Unknown,73,Crowbar,0,17,7,2020,0,0,Monsoon,High,12000,10,4,685,15,1.22,53.22,18,Low,Moderate,0.51,0.06,Normal,Green Zone,Increase Night Patrol,Night,Isolated Incident
FIR-2020-00101,Traffic Offence,Bengaluru Urban,Bengaluru Urban Central,2020-03-11 16:52:00,16.385014,75.937579,Open,OFF-3147,Male,45,Digital,16,11,3,2020,0,0,Summer,Medium,8000,5,4,90,11,14.43,45.9,32,Low,Low,0.99,-0.55,Normal,Green Zone,Standard Patrol,Day,Isolated Incident
FIR-2020-00102,Assault,Kalaburagi,Kalaburagi Central,2020-05-09 02:25:00,14.154848,76.487156,Under Investigation,OFF-1338,Female,70,Unknown,2,9,5,2020,1,0,Summer,High,4500,9,1,245,6,13.62,69.23,17,Low,Severe,0.73,-0.91,Spike in Summer,Green Zone,Increase Night Patrol,Night,Isolated Incident
FIR-2023-00103,Assault,Mysuru,Mysuru Central,2023-02-22 17:36:00,16.106765,74.807095,Under Investigation,OFF-3404,Male,65,Knife,17,22,2,2023,0,0,Winter,High,4500,10,4,703,10,6.37,73.97,50,Medium,Severe,0.85,0.0,Normal,Green Zone,Standard Patrol,Day,Isolated Incident
FIR-2022-00104,Forest Theft,Kodagu,Kodagu Rural,2022-08-08 02:21:00,15.736181,76.762394,Solved,OFF-1121,Unknown,49,Firearm,2,8,8,2022,0,0,Monsoon,Medium,12000,7,4,200,12,2.2,61.86,86,High,Low,0.85,-0.84,Normal,Red Zone,Increase Night Patrol,Night,Likely to Reoccur
FIR-2024-00105,Cyber Crime,Other,Other South,2024-04-05 22:50:00,15.937306,77.328449,Open,OFF-1374,Male,54,Firearm,22,5,4,2024,0,0,Summer,Medium,4500,3,1,201,13,7.28,55.47,50,Medium,Moderate,0.55,-0.82,Spike in Summer,Green Zone,Increase Night Patrol,Night,Isolated Incident
FIR-2024-00106,Traffic Offence,Bengaluru Urban,Bengaluru Urban North,2024-04-26 00:18:00,14.39667,77.506261,Under Investigation,OFF-3807,Female,36,Digital,0,26,4,2024,0,0,Summer,Medium,8000,3,1,181,13,4.86,29.98,81,High,Low,0.68,0.89,Spike in Summer,Red Zone,Increase Night Patrol,Night,Likely to Reoccur
FIR-2022-00107,Property Dispute,Dakshina Kannada,Dakshina Kannada South,2022-03-11 14:06:00,12.448427,74.030453,Closed,OFF-4293,Female,71,Crowbar,14,11,3,2022,0,0,Summer,High,12000,3,3,338,6,7.71,17.76,60,Medium,Moderate,0.97,-0.42,Normal,Orange Zone,Standard Patrol,Day,Isolated Incident
FIR-2026-00108,Property Dispute,Ballari,Ballari South,2026-06-16 07:20:00,14.132387,77.674225,Open,OFF-4817,Unknown,40,Stick,7,16,6,2026,0,0,Summer,Low,12000,9,1,985,14,14.2,20.96,60,Medium,Moderate,0.91,-0.86,Spike in Summer,Orange Zone,Standard Patrol,Day,Isolated Incident
FIR-2021-00109,Traffic Offence,Bengaluru Urban,Bengaluru Urban Rural,2021-07-24 20:19:00,13.194148,76.963983,Open,OFF-2839,Unknown,76,Stick,20,24,7,2021,1,0,Monsoon,High,12000,7,5,47,11,10.82,81.23,64,Medium,Severe,0.81,-0.83,Normal,Orange Zone,Increase Night Patrol,Night,Isolated Incident
FIR-2023-00110,Burglary,Bengaluru Urban,Bengaluru Urban Rural,2023-12-25 05:41:00,15.788745,76.534491,Solved,OFF-4955,Female,28,Knife,5,25,12,2023,0,0,Winter,Low,12000,9,5,604,7,7.24,39.11,92,High,Severe,0.79,0.0,Normal,Red Zone,Standard Patrol,Night,Likely to Reoccur
FIR-2025-00111,Drug Trafficking,Mysuru,Mysuru North,2025-05-31 03:18:00,14.411828,78.327775,Solved,OFF-2277,Female,73,Digital,3,31,5,2025,1,0,Summer,Medium,8000,2,4,749,14,5.46,30.03,24,Low,Severe,0.56,0.7,Spike in Summer,Green Zone,Increase Night Patrol,Night,Isolated Incident
FIR-2021-00112,Assault,Bengaluru Urban,Bengaluru Urban Cyber Cell,2021-11-04 23:15:00,15.111957,76.483596,Closed,OFF-4925,Female,44,Firearm,23,4,11,2021,0,0,Winter,Low,12000,7,4,39,6,7.29,42.96,52,Medium,Low,0.85,-0.59,Normal,Orange Zone,Increase Night Patrol,Night,Isolated Incident
FIR-2026-00113,Assault,Other,Other North,2026-06-22 03:51:00,17.603855,74.841319,Closed,OFF-1466,Female,77,Stick,3,22,6,2026,0,0,Summer,Medium,12000,7,5,411,3,5.87,84.55,51,Medium,Severe,0.58,0.35,Spike in Summer,Orange Zone,Increase Night Patrol,Night,Isolated Incident
FIR-2026-00114,Robbery,Other,Other South,2026-11-21 18:05:00,16.204771,75.409336,Open,OFF-1749,Female,33,Stick,18,21,11,2026,1,0,Winter,High,4500,10,4,443,5,7.81,53.74,40,Low,Severe,0.96,-0.65,Normal,Green Zone,Standard Patrol,Day,Isolated Incident
FIR-2025-00115,Cyber Crime,Kalaburagi,Kalaburagi Central,2025-06-28 09:08:00,12.80969,77.788933,Solved,OFF-4898,Male,77,Digital,9,28,6,2025,1,0,Summer,Medium,12000,9,4,428,15,6.82,83.99,89,High,Moderate,0.58,0.13,Spike in Summer,Red Zone,Standard Patrol,Day,Likely to Reoccur
FIR-2023-00116,Burglary,Other,Other Cyber Cell,2023-04-11 01:17:00,13.073904,75.299016,Closed,OFF-3251,Unknown,29,Stick,1,11,4,2023,0,0,Summer,High,8000,9,1,788,14,8.65,98.98,68,Medium,Low,0.86,0.31,Spike in Summer,Orange Zone,Increase Night Patrol,Night,Isolated Incident
FIR-2023-00117,Burglary,Other,Other Rural,2023-05-04 01:28:00,13.339707,77.879898,Open,OFF-4176,Male,41,Unknown,1,4,5,2023,0,0,Summer,Medium,12000,10,4,179,4,11.99,81.35,21,Low,Low,0.78,0.06,Spike in Summer,Green Zone,Increase Night Patrol,Night,Isolated Incident
FIR-2023-00118,Financial Fraud,Bengaluru Urban,Bengaluru Urban Central,2023-04-13 09:36:00,13.371401,77.861076,Under Investigation,OFF-4943,Female,22,Crowbar,9,13,4,2023,0,0,Summer,Low,12000,3,2,159,10,12.6,76.15,96,High,Severe,0.69,-0.72,Spike in Summer,Red Zone,Standard Patrol,Day,Likely to Reoccur
FIR-2024-00119,Robbery,Other,Other Rural,2024-08-23 12:28:00,12.028614,77.575694,Solved,OFF-3845,Female,73,Firearm,12,23,8,2024,0,0,Monsoon,Low,12000,2,4,660,11,12.9,79.57,21,Low,Moderate,0.61,-0.14,Normal,Green Zone,Standard Patrol,Day,Isolated Incident
FIR-2023-00120,Forest Theft,Chikkamagaluru,Chikkamagaluru South,2023-03-07 10:35:00,15.545535,76.547639,Open,OFF-1188,Male,73,Knife,10,7,3,2023,0,0,Summer,Low,8000,8,1,991,13,3.83,68.86,72,Medium,Low,0.93,-0.4,Normal,Orange Zone,Standard Patrol,Day,Likely to Reoccur
FIR-2021-00121,Robbery,Other,Other North,2021-01-17 20:23:00,13.252725,75.673297,Open,OFF-2623,Unknown,54,Unknown,20,17,1,2021,1,0,Winter,Low,8000,2,1,11,6,7.68,13.27,93,High,Low,0.75,-0.11,Normal,Red Zone,Increase Night Patrol,Night,Likely to Reoccur
FIR-2023-00122,Theft,Other,Other North,2023-11-08 03:55:00,14.456198,74.594788,Closed,OFF-1365,Unknown,28,Knife,3,8,11,2023,0,0,Winter,Medium,4500,7,2,666,4,1.96,56.33,19,Low,Severe,0.82,-0.12,Normal,Green Zone,Increase Night Patrol,Night,Isolated Incident
FIR-2021-00123,Burglary,Mysuru,Mysuru Central,2021-09-12 13:39:00,16.305963,77.869831,Under Investigation,OFF-4082,Male,64,Crowbar,13,12,9,2021,1,0,Monsoon,Medium,4500,4,3,670,2,4.47,60.1,21,Low,Severe,0.8,0.56,Normal,Green Zone,Standard Patrol,Day,Isolated Incident
FIR-2023-00124,Theft,Bengaluru Urban,Bengaluru Urban South,2023-05-20 06:33:00,15.748488,74.848909,Open,OFF-4210,Male,78,Firearm,6,20,5,2023,1,0,Summer,Medium,12000,10,1,550,0,14.82,93.39,60,Medium,Low,0.69,0.68,Spike in Summer,Orange Zone,Standard Patrol,Day,Isolated Incident
FIR-2021-00125,Financial Fraud,Bengaluru Urban,Bengaluru Urban South,2021-12-08 15:49:00,12.010943,76.643136,Under Investigation,OFF-1163,Male,65,Stick,15,8,12,2021,0,0,Winter,High,12000,7,4,728,12,2.15,53.66,11,Low,Severe,0.57,-0.83,Normal,Green Zone,Standard Patrol,Day,Isolated Incident
FIR-2022-00126,Assault,Dakshina Kannada,Dakshina Kannada Central,2022-04-12 04:34:00,13.787252,76.638967,Solved,OFF-3861,Female,45,Knife,4,12,4,2022,0,0,Summer,Medium,4500,8,5,633,1,5.33,74.17,93,High,Severe,0.59,-0.97,Spike in Summer,Red Zone,Increase Night Patrol,Night,Likely to Reoccur
FIR-2020-00127,Cyber Crime,Other,Other North,2020-02-16 05:31:00,18.171113,76.353524,Solved,OFF-1519,Unknown,49,Unknown,5,16,2,2020,1,0,Winter,Low,8000,7,3,546,2,4.68,97.51,43,Medium,Severe,0.54,-0.09,Normal,Green Zone,Standard Patrol,Night,Isolated Incident
FIR-2020-00128,Drug Trafficking,Other,Other Central,2020-08-15 15:54:00,15.468203,75.654595,Open,OFF-1935,Unknown,80,Knife,15,15,8,2020,1,1,Monsoon,Low,4500,1,4,382,12,13.88,17.9,42,Medium,Low,0.77,0.83,Normal,Green Zone,Standard Patrol,Day,Isolated Incident
FIR-2024-00129,Cyber Crime,Bengaluru Urban,Bengaluru Urban Central,2024-08-31 23:20:00,13.398806,74.350492,Open,OFF-1734,Male,20,Firearm,23,31,8,2024,1,0,Monsoon,Medium,8000,5,3,98,14,1.11,20.07,57,Medium,Severe,0.88,0.48,Normal,Orange Zone,Increase Night Patrol,Night,Isolated Incident
FIR-2022-00130,Forest Theft,Kodagu,Kodagu Central,2022-03-11 23:57:00,15.325915,77.581881,Closed,OFF-1097,Male,59,Unknown,23,11,3,2022,0,0,Summer,Low,8000,1,4,879,9,2.46,52.98,29,Low,Low,0.71,0.92,Normal,Green Zone,Increase Night Patrol,Night,Isolated Incident
FIR-2021-00131,Cyber Crime,Dakshina Kannada,Dakshina Kannada South,2021-01-16 01:58:00,13.120308,77.804769,Closed,OFF-4991,Unknown,25,Stick,1,16,1,2021,1,0,Winter,Low,12000,7,1,616,1,7.09,96.42,62,Medium,Low,0.64,0.7,Normal,Orange Zone,Increase Night Patrol,Night,Isolated Incident
FIR-2023-00132,Traffic Offence,Bengaluru Urban,Bengaluru Urban North,2023-08-29 10:28:00,13.403691,74.336093,Open,OFF-1636,Male,36,Firearm,10,29,8,2023,0,0,Monsoon,Medium,4500,9,3,997,6,7.33,46.33,35,Low,Low,0.54,0.62,Normal,Green Zone,Standard Patrol,Day,Isolated Incident
FIR-2026-00133,Robbery,Bengaluru Urban,Bengaluru Urban North,2026-10-07 01:13:00,17.351473,75.475071,Solved,OFF-2623,Unknown,21,Unknown,1,7,10,2026,0,0,Monsoon,Low,4500,7,4,579,7,2.33,10.19,21,Low,Low,0.56,-0.88,Normal,Green Zone,Increase Night Patrol,Night,Isolated Incident
FIR-2024-00134,Robbery,Hubballi Dharwad,Hubballi Dharwad Cyber Cell,2024-06-28 11:43:00,15.912083,76.901083,Solved,OFF-4757,Male,17,Knife,11,28,6,2024,0,0,Summer,High,8000,3,1,936,10,2.72,94.23,84,High,Low,0.58,0.15,Spike in Summer,Red Zone,Standard Patrol,Day,Likely to Reoccur
FIR-2025-00135,Traffic Offence,Other,Other North,2025-07-25 00:24:00,16.28249,74.777632,Solved,OFF-2146,Female,34,Knife,0,25,7,2025,0,0,Monsoon,High,4500,5,4,431,15,1.85,27.98,37,Low,Low,0.71,0.29,Normal,Green Zone,Increase Night Patrol,Night,Isolated Incident
FIR-2026-00136,Burglary,Mysuru,Mysuru Rural,2026-02-04 00:24:00,16.97341,75.616004,Solved,OFF-4738,Unknown,79,Crowbar,0,4,2,2026,0,0,Winter,Low,4500,6,5,234,0,13.54,77.85,79,High,Low,0.9,-0.06,Normal,Orange Zone,Increase Night Patrol,Night,Likely to Reoccur
FIR-2022-00137,Drug Trafficking,Kodagu,Kodagu Central,2022-08-11 05:06:00,13.234999,75.085188,Under Investigation,OFF-3358,Female,60,Digital,5,11,8,2022,0,0,Monsoon,High,8000,6,5,38,11,14.27,56.36,78,High,Severe,0.96,0.67,Normal,Orange Zone,Standard Patrol,Night,Likely to Reoccur
FIR-2026-00138,Property Dispute,Shivamogga,Shivamogga Cyber Cell,2026-01-29 09:11:00,14.933055,74.406158,Under Investigation,OFF-1081,Unknown,76,Knife,9,29,1,2026,0,0,Winter,High,4500,3,3,744,5,13.86,84.43,39,Low,Moderate,0.53,-0.7,Normal,Green Zone,Standard Patrol,Day,Isolated Incident
FIR-2025-00139,Cyber Crime,Hubballi Dharwad,Hubballi Dharwad Cyber Cell,2025-11-25 11:04:00,14.115135,78.238654,Open,OFF-2378,Female,56,Digital,11,25,11,2025,0,0,Winter,High,8000,8,3,188,11,4.13,58.9,60,Medium,Low,0.69,0.47,Normal,Orange Zone,Standard Patrol,Day,Isolated Incident
FIR-2021-00140,Robbery,Other,Other Rural,2021-06-05 05:46:00,11.512585,77.159038,Open,OFF-1745,Unknown,55,Stick,5,5,6,2021,1,0,Summer,High,4500,8,2,349,2,4.33,98.24,83,High,Low,0.81,0.93,Spike in Summer,Red Zone,Standard Patrol,Night,Likely to Reoccur
FIR-2025-00141,Drug Trafficking,Other,Other South,2025-01-03 00:16:00,12.96779,77.119292,Open,OFF-3950,Male,21,Firearm,0,3,1,2025,0,0,Winter,Medium,4500,7,4,912,12,5.92,37.53,54,Medium,Moderate,0.89,0.16,Normal,Orange Zone,Increase Night Patrol,Night,Isolated Incident
FIR-2020-00142,Theft,Mysuru,Mysuru South,2020-05-16 09:01:00,13.731018,78.28248,Under Investigation,OFF-4636,Female,35,Unknown,9,16,5,2020,1,0,Summer,Low,8000,10,5,924,15,10.86,43.13,19,Low,Severe,0.58,0.78,Spike in Summer,Green Zone,Standard Patrol,Day,Isolated Incident
FIR-2022-00143,Forest Theft,Kodagu,Kodagu South,2022-04-21 06:26:00,16.380377,77.249171,Solved,OFF-2218,Male,27,Knife,6,21,4,2022,0,0,Summer,High,8000,3,1,379,0,6.99,29.45,79,High,Severe,0.81,-0.04,Spike in Summer,Orange Zone,Standard Patrol,Day,Likely to Reoccur
FIR-2023-00144,Theft,Mysuru,Mysuru Rural,2023-04-10 02:30:00,17.406384,75.38759,Closed,OFF-4665,Unknown,48,Knife,2,10,4,2023,0,0,Summer,Medium,4500,6,4,388,5,7.24,26.33,60,Medium,Moderate,0.63,0.67,Spike in Summer,Orange Zone,Increase Night Patrol,Night,Isolated Incident
FIR-2020-00145,Theft,Mysuru,Mysuru North,2020-12-17 21:22:00,17.157261,75.86294,Open,OFF-4443,Female,68,Stick,21,17,12,2020,0,0,Winter,Medium,12000,4,4,316,2,6.53,85.39,85,High,Low,0.75,0.8,Normal,Red Zone,Increase Night Patrol,Night,Likely to Reoccur
FIR-2021-00146,Traffic Offence,Bengaluru Urban,Bengaluru Urban Central,2021-12-09 05:13:00,17.159225,74.567837,Closed,OFF-1827,Unknown,33,Stick,5,9,12,2021,0,0,Winter,High,4500,2,4,579,12,8.73,85.66,64,Medium,Severe,0.72,0.75,Normal,Orange Zone,Standard Patrol,Night,Isolated Incident
FIR-2021-00147,Traffic Offence,Kalaburagi,Kalaburagi Central,2021-04-05 13:09:00,12.537398,76.645704,Open,OFF-4218,Female,59,Firearm,13,5,4,2021,0,0,Summer,High,8000,10,5,494,1,3.41,40.3,22,Low,Severe,0.8,0.39,Spike in Summer,Green Zone,Standard Patrol,Day,Isolated Incident
FIR-2022-00148,Forest Theft,Kodagu,Kodagu Central,2022-08-31 01:47:00,14.826527,75.20863,Solved,OFF-4348,Female,54,Crowbar,1,31,8,2022,0,0,Monsoon,High,12000,2,2,147,9,14.64,44.31,57,Medium,Moderate,0.63,-0.17,Normal,Orange Zone,Increase Night Patrol,Night,Isolated Incident
FIR-2024-00149,Cyber Crime,Bengaluru Urban,Bengaluru Urban Cyber Cell,2024-07-25 23:31:00,16.816453,77.90235,Under Investigation,OFF-1268,Female,79,Firearm,23,25,7,2024,0,0,Monsoon,High,12000,1,2,207,6,12.72,24.95,17,Low,Moderate,0.52,-0.28,Normal,Green Zone,Increase Night Patrol,Night,Isolated Incident
FIR-2025-00150,Burglary,Mysuru,Mysuru South,2025-08-30 12:40:00,17.961515,77.065285,Closed,OFF-3433,Female,37,Firearm,12,30,8,2025,1,0,Monsoon,Medium,8000,3,3,776,2,4.99,38.66,40,Low,Low,0.92,0.56,Normal,Green Zone,Standard Patrol,Day,Isolated Incident
FIR-2022-00151,Burglary,Other,Other Cyber Cell,2022-06-25 20:14:00,16.243867,75.210876,Open,OFF-4541,Unknown,16,Firearm,20,25,6,2022,1,0,Summer,High,4500,10,1,239,8,9.52,94.3,62,Medium,Severe,0.97,0.29,Spike in Summer,Orange Zone,Increase Night Patrol,Night,Isolated Incident
FIR-2023-00152,Traffic Offence,Bengaluru Urban,Bengaluru Urban Cyber Cell,2023-11-29 14:16:00,13.027463,75.359653,Closed,OFF-3394,Male,15,Stick,14,29,11,2023,0,0,Winter,Medium,12000,10,5,299,9,10.58,48.17,76,High,Moderate,0.98,0.28,Normal,Orange Zone,Standard Patrol,Day,Likely to Reoccur
FIR-2023-00153,Financial Fraud,Bengaluru Urban,Bengaluru Urban Cyber Cell,2023-05-08 06:09:00,15.121055,75.081359,Closed,OFF-3705,Female,32,Unknown,6,8,5,2023,0,1,Summer,Medium,8000,5,4,424,12,11.31,58.3,17,Low,Severe,0.9,-0.31,Spike in Summer,Green Zone,Standard Patrol,Day,Isolated Incident
FIR-2025-00154,Burglary,Udupi,Udupi Cyber Cell,2025-05-02 21:22:00,15.051204,77.804387,Under Investigation,OFF-2203,Male,75,Digital,21,2,5,2025,0,0,Summer,High,12000,3,3,680,2,4.11,22.33,94,High,Moderate,0.71,0.77,Spike in Summer,Red Zone,Increase Night Patrol,Night,Likely to Reoccur
FIR-2022-00155,Drug Trafficking,Other,Other Cyber Cell,2022-12-03 18:18:00,14.746324,74.530017,Open,OFF-2934,Male,79,Knife,18,3,12,2022,1,0,Winter,Medium,12000,5,4,65,4,2.92,20.03,16,Low,Moderate,0.98,0.79,Normal,Green Zone,Standard Patrol,Day,Isolated Incident
FIR-2022-00156,Financial Fraud,Bengaluru Urban,Bengaluru Urban Central,2022-01-08 02:31:00,13.828406,78.439882,Open,OFF-2851,Female,41,Digital,2,8,1,2022,1,0,Winter,Low,8000,2,2,639,13,9.87,40.34,50,Medium,Moderate,0.69,-0.92,Normal,Green Zone,Increase Night Patrol,Night,Isolated Incident
FIR-2024-00157,Burglary,Mangaluru,Mangaluru Central,2024-03-08 00:57:00,13.755492,77.749529,Open,OFF-3566,Unknown,46,Digital,0,8,3,2024,0,0,Summer,Medium,8000,3,1,402,9,3.34,82.38,34,Low,Moderate,0.96,-0.09,Normal,Green Zone,Increase Night Patrol,Night,Isolated Incident
FIR-2024-00158,Drug Trafficking,Ballari,Ballari North,2024-11-11 21:08:00,13.89913,78.056227,Under Investigation,OFF-4883,Female,17,Digital,21,11,11,2024,0,0,Winter,Low,4500,1,5,526,5,2.72,71.11,55,Medium,Low,0.68,0.28,Normal,Orange Zone,Increase Night Patrol,Night,Isolated Incident
FIR-2021-00159,Cyber Crime,Bengaluru Urban,Bengaluru Urban Rural,2021-03-18 20:53:00,11.638192,77.103874,Closed,OFF-1506,Unknown,47,Firearm,20,18,3,2021,0,0,Summer,Low,12000,1,3,440,3,10.27,27.0,63,Medium,Severe,0.84,-0.16,Normal,Orange Zone,Increase Night Patrol,Night,Isolated Incident
FIR-2025-00160,Assault,Shivamogga,Shivamogga Rural,2025-09-26 23:39:00,12.324142,74.513056,Under Investigation,OFF-3494,Male,48,Stick,23,26,9,2025,0,0,Monsoon,Medium,12000,7,3,174,1,8.67,91.04,23,Low,Severe,0.96,-0.34,Normal,Green Zone,Increase Night Patrol,Night,Isolated Incident
FIR-2020-00161,Robbery,Hubballi Dharwad,Hubballi Dharwad Cyber Cell,2020-12-30 03:53:00,15.519069,76.223468,Open,OFF-3963,Unknown,27,Crowbar,3,30,12,2020,0,0,Winter,Medium,8000,5,4,61,3,12.38,87.41,21,Low,Moderate,0.68,0.35,Normal,Green Zone,Increase Night Patrol,Night,Isolated Incident
FIR-2021-00162,Traffic Offence,Kalaburagi,Kalaburagi North,2021-04-19 03:54:00,16.807428,74.206501,Solved,OFF-2464,Female,49,Unknown,3,19,4,2021,0,0,Summer,Medium,4500,2,4,419,14,4.81,38.57,27,Low,Moderate,0.89,0.3,Spike in Summer,Green Zone,Increase Night Patrol,Night,Isolated Incident
